,logFC,AveExpr,t,P.Value,adj.P.Val,B
Rnaseh1,0.304000769,2.875442825,3.84590223,0.002281126,0.031802883,-1.624275506
Ahsa1,0.285075846,6.037843499,3.845347484,0.002283438,0.03180424,-1.625285999
Hsd3b3,-2.045265614,2.89857243,-3.84411839,0.002288569,0.031844822,-1.627524917
Arc,-0.967269306,-0.875384063,-3.84344851,0.002291371,0.03185294,-1.628745207
Nr2f2,0.449525181,3.608035204,3.840509365,0.002303705,0.031961404,-1.634099649
Taf6,0.34946063,4.737949488,3.840224458,0.002304904,0.031961404,-1.634618713
Wdr3,0.386715245,4.314352713,3.839999722,0.002305851,0.031961404,-1.635028155
Tex12,0.756219894,1.426416039,3.839459035,0.002308129,0.031962136,-1.636013235
Zscan22,0.370274141,3.194519513,3.838087494,0.00231392,0.032011449,-1.638512135
Adpgk,0.410296269,4.717689976,3.835298038,0.002325742,0.032144039,-1.643594779
Rabepk,0.293042516,3.518900835,3.834322788,0.00232989,0.032155789,-1.645371885
Ncl,0.392432814,8.734666864,3.833907228,0.00233166,0.032155789,-1.646129138
Nol9,0.480394997,5.330854422,3.833520051,0.00233331,0.032155789,-1.646834681
Slc39a2,-0.519843048,-0.25904653,-3.832490002,0.002337706,0.032185483,-1.648711754
1110019B22Rik,-1.668827809,-1.107119026,-3.831536437,0.002341783,0.032210734,-1.650449507
Aoc3,-1.17579413,-1.300368132,-3.830793984,0.002344963,0.032223602,-1.651802572
Rfx2,0.851963949,1.356181789,3.829230856,0.002351671,0.032267285,-1.654651366
Mrps7,0.344934868,5.179712014,3.828647691,0.002354179,0.032267285,-1.655714219
Eif5a,0.365095119,8.748076001,3.828484217,0.002354883,0.032267285,-1.656012163
Gm42937,-0.76427718,1.563644803,-3.827599172,0.002358695,0.032288715,-1.657625258
Utp15,0.460353266,4.667079213,3.826825274,0.002362034,0.032290515,-1.659035814
Nop14,0.334672356,4.749412377,3.826526604,0.002363324,0.032290515,-1.659580198
Ruvbl2,0.350576614,5.433321065,3.823310536,0.002377259,0.032450039,-1.665442447
Map3k8,-0.924459697,-0.866338024,-3.822053357,0.002382729,0.032493822,-1.667734199
Ilf2,0.321952982,5.50642964,3.821486322,0.002385201,0.032496666,-1.668767896
Wnt6,-1.37941768,-0.544619407,-3.818150952,0.002399792,0.032611538,-1.674848615
Eif3d,0.270754184,6.565888843,3.817448604,0.002402876,0.032611538,-1.67612915
Utp25,0.381295928,3.461971382,3.816334781,0.002407776,0.032611538,-1.678159954
Myo1a,-0.417658906,10.1764912,-3.815439286,0.002411722,0.032611538,-1.679792738
N4bp2os,0.673991279,2.034996877,3.815339455,0.002412163,0.032611538,-1.679974768
Mex3d,0.668919089,3.008808092,3.815211133,0.002412729,0.032611538,-1.680208746
Eif4a1,0.324434251,8.564651117,3.814825618,0.002414431,0.032611538,-1.680911687
Gm42604,2.406415799,-2.925237006,3.814604285,0.002415408,0.032611538,-1.681315265
Ebna1bp2,0.31566858,5.0112541,3.814529988,0.002415737,0.032611538,-1.681450739
Gm7652,-1.145666597,-1.029257841,-3.814295895,0.002416771,0.032611538,-1.681877589
Pros1,0.72949007,1.704206003,3.812890429,0.002422992,0.032611538,-1.684440409
Nxt1,0.377922381,3.177047982,3.812733582,0.002423687,0.032611538,-1.684726421
Me2,-0.389864489,8.293483709,-3.812209574,0.002426011,0.032611538,-1.685681965
Metap2,0.264415945,6.627156615,3.812073186,0.002426617,0.032611538,-1.685930677
Chchd4,0.342210753,4.971632313,3.811829757,0.002427697,0.032611538,-1.686374584
Fcsk,-0.336834696,5.280127263,-3.810745123,0.002432519,0.032645768,-1.688352523
Pebp1,0.356212138,6.80754855,3.808993851,0.002440325,0.032719946,-1.691546286
Ccdc68,-0.68301516,4.161500864,-3.805042626,0.002458031,0.032893066,-1.698752713
Them4,-0.558735277,3.798613408,-3.80462406,0.002459914,0.032893066,-1.699516167
Pms2,0.33155803,3.231675975,3.804147842,0.002462059,0.032893066,-1.700384786
Fen1,0.533636466,4.909138829,3.803914555,0.00246311,0.032893066,-1.700810307
Tada2a,0.431701156,3.182420094,3.803564226,0.002464689,0.032893066,-1.701449318
Thop1,0.402735507,4.584293214,3.801935001,0.002472049,0.032960651,-1.704421172
Ube2d1,0.258995291,4.649712534,3.7997569,0.002481923,0.033061608,-1.70839446
Srebf2,0.420292878,7.365819503,3.798027848,0.00248979,0.033135669,-1.711548786
Pcgf5,-0.276326227,4.642290716,-3.792563172,0.002514823,0.033437836,-1.721519152
Mat2a,0.320481135,7.36990906,3.790368159,0.002524951,0.03354144,-1.725524447
Rbp7,0.547945329,4.201700331,3.789714107,0.002527977,0.033550598,-1.726717964
Hmgcs2,-1.349807926,8.132905212,-3.789140266,0.002530635,0.03355486,-1.727765133
Panx1,0.491192119,4.63981775,3.788587552,0.002533197,0.033557854,-1.728773763
Yif1b,0.399320417,3.660058349,3.786773521,0.002541627,0.033638491,-1.732084253
Invs,-0.397429728,2.652814631,-3.786235782,0.002544131,0.033640631,-1.733065626
Mrps30,0.289509201,5.376765427,3.784271326,0.002553302,0.033703861,-1.736650894
2010004M13Rik,-0.527817661,1.030484751,-3.784205966,0.002553607,0.033703861,-1.736770185
Il15,-1.219873191,2.959568046,-3.783378023,0.002557483,0.033724016,-1.738281304
Hnmt,-0.871540234,0.065776636,-3.781843761,0.002564681,0.033762021,-1.741081659
Mtmr7,-0.445245581,4.694947607,-3.78176149,0.002565067,0.033762021,-1.741231824
Cdc6,0.503471197,3.558909111,3.7790121,0.00257802,0.033898177,-1.746250381
Gm43609,-0.54172968,0.944907366,-3.778564871,0.002580133,0.033898177,-1.747066763
Orc2,0.404515631,4.012187606,3.769718274,0.002622302,0.03441318,-1.76321774
Gtpbp1,0.241539352,5.57809629,3.769339104,0.002624125,0.03441318,-1.763910073
Rab30,-1.305660816,2.739843043,-3.7682612,0.002629315,0.034418398,-1.765878279
Usp35,-0.828394977,-0.378049217,-3.768260832,0.002629316,0.034418398,-1.765878949
Thumpd1,0.322638647,4.918481593,3.763682309,0.002651478,0.034651243,-1.774239814
Nab2,-1.137565119,3.569248161,-3.76358937,0.00265193,0.034651243,-1.774409541
Wdr5,0.2719777,5.206090249,3.75844517,0.002677063,0.034947842,-1.783804725
Timm10,0.329525588,3.87043542,3.757744216,0.002680507,0.034961012,-1.785085027
Ncbp1,0.325918563,5.505478712,3.755203606,0.002693026,0.035092421,-1.789725704
B3gnt3,-0.377402071,7.764367021,-3.743331157,0.002752328,0.035832659,-1.811416266
Ddx21,0.425240626,6.667405851,3.740093079,0.002768733,0.036013586,-1.817333354
Cpa6,0.515207494,1.634329571,3.739596405,0.002771258,0.03601381,-1.818240995
Svil,-0.407220429,5.078730398,-3.738992408,0.002774332,0.03602116,-1.819344778
Srprb,0.325571367,5.365790803,3.738218711,0.002778274,0.036039765,-1.820758708
Slc30a9,0.245930296,5.696516358,3.737031737,0.002784334,0.036085777,-1.822927959
Cmip,0.383296371,6.503325684,3.735827443,0.002790497,0.03613303,-1.825128934
4732491K20Rik,-0.69941939,-0.832464068,-3.734565855,0.002796967,0.036184184,-1.827434696
Hspg2,0.963999371,5.495708371,3.733304097,0.002803454,0.036235457,-1.829740847
Mcm5,0.399200038,5.649274815,3.732283454,0.002808712,0.036270775,-1.83160636
Rassf5,-0.540613819,2.876349083,-3.731211502,0.002814245,0.036299352,-1.833565711
Ctdsp2,-0.361570883,7.532052504,-3.730875854,0.00281598,0.036299352,-1.834179231
Mrrf,0.258525411,4.091590823,3.729355385,0.002823853,0.036368192,-1.836958515
Smad5,-0.342826344,4.787822653,-3.728030051,0.002830734,0.036422751,-1.839381202
Sptssa,0.59572309,6.895709637,3.727563156,0.002833162,0.036422751,-1.840234696
Acad11,-0.532618369,6.672892643,-3.724569488,0.002848782,0.036590798,-1.845707442
Tex30,0.386319654,3.616478961,3.72342196,0.002854793,0.036635233,-1.84780536
Arsa,-0.68415197,4.10279583,-3.722367128,0.00286033,0.036673511,-1.849733863
Acaa2,-0.563259048,7.575107872,-3.721123772,0.00286687,0.036700931,-1.852007107
Rb1cc1,-0.465288105,5.620053782,-3.72098898,0.00286758,0.036700931,-1.852253552
Capg,0.832063056,3.491930701,3.718766462,0.002879312,0.036818269,-1.856317204
Drg2,0.249515239,5.503910082,3.718073604,0.002882979,0.036832367,-1.857584073
2610318N02Rik,0.671977611,1.740450108,3.716929927,0.002889043,0.036845929,-1.859675298
Pde10a,1.047438692,-0.124372718,3.716905614,0.002889172,0.036845929,-1.859719756
Zfp511,0.348602017,3.129326797,3.714954295,0.00289955,0.036931426,-1.863287907
Lonp2,-0.42131868,6.406432149,-3.714678364,0.00290102,0.036931426,-1.863792483
Mettl7a1,-0.419946996,3.507429819,-3.712305759,0.002913696,0.03705107,-1.868131259
Pdss1,-0.242071675,5.59844778,-3.711550762,0.002917741,0.03705107,-1.869511974
Sh2d4a,-0.540660029,5.243133207,-3.711417566,0.002918455,0.03705107,-1.869755561
Gm47904,-0.861449852,-0.884216692,-3.710991991,0.002920739,0.03705107,-1.870533854
4833418N02Rik,-0.3600284,2.259175197,-3.710441041,0.002923698,0.037055869,-1.871541444
Unc93b1,0.316844769,4.992123231,3.708610692,0.00293355,0.037147948,-1.874888931
Isyna1,0.373862452,5.659944857,3.707084771,0.002941789,0.037190104,-1.877679773
Rwdd4a,0.319308294,4.323397398,3.707034953,0.002942058,0.037190104,-1.877770889
Mbd3,0.386867222,5.446546399,3.705356185,0.002951151,0.037244526,-1.880841405
Gm16344,-0.551772167,0.78291197,-3.704998259,0.002953094,0.037244526,-1.88149608
Oplah,-0.914977855,2.990295408,-3.704565315,0.002955445,0.037244526,-1.882287975
Acadl,-0.369216946,7.094346443,-3.704327308,0.002956738,0.037244526,-1.882723316
Aunip,0.436035294,2.111252341,3.703420147,0.002961673,0.037273993,-1.884382634
Prpf31,0.340849569,4.754070696,3.702418497,0.002967132,0.037309996,-1.886214831
Mthfd1,0.34178237,6.22460006,3.701929654,0.0029698,0.037310871,-1.887109029
Sema5a,-0.796154229,6.169089152,-3.69997094,0.002980514,0.037412748,-1.890692035
Pcid2,0.226959538,4.323046756,3.699028559,0.002985683,0.0374449,-1.89241596
Pwp2,0.391399313,4.059483849,3.698350952,0.002989406,0.037458869,-1.893655552
Ndrg1,-1.015242897,7.611658245,-3.694009439,0.003013368,0.03769351,-1.901598246
Hnf1b,0.406471277,5.206400245,3.693585987,0.003015716,0.03769351,-1.902372986
Nfatc4,-0.613301753,1.626182196,-3.693533727,0.003016006,0.03769351,-1.902468601
Cct3,0.295895035,6.857319485,3.692391176,0.00302235,0.037739957,-1.904559033
G6pc,-1.783407982,6.159848477,-3.689852519,0.003036496,0.037857441,-1.909204005
Gfra4,2.279564935,-2.915212469,3.689756704,0.003037032,0.037857441,-1.909379322
Cks1b,0.459582931,3.894362872,3.688584582,0.003043587,0.037882849,-1.911524049
Pbdc1,0.382275616,4.294312326,3.688449024,0.003044346,0.037882849,-1.911772094
Hells,0.482899492,5.292754781,3.686702265,0.003054144,0.03789555,-1.914968401
Mto1,0.369417076,3.805709688,3.686676239,0.003054291,0.03789555,-1.915016025
Phactr4,0.216949731,6.345308881,3.686435738,0.003055642,0.03789555,-1.915456115
1110038F14Rik,0.214835496,3.289782456,3.686385916,0.003055922,0.03789555,-1.915547286
Rnf19a,-0.353015247,4.915308127,-3.681024041,0.00308622,0.038238241,-1.925359591
Dmd,0.519294596,4.465941608,3.679140903,0.003096934,0.038316002,-1.928806048
Suco,-0.482963574,5.073534131,-3.678983198,0.003097833,0.038316002,-1.92909468
Snhg4,0.437499742,3.628046503,3.677149314,0.003108306,0.038412454,-1.932451148
Nyx,-0.96448383,-0.233940598,-3.675644951,0.003116924,0.038425188,-1.935204615
Rnf126,0.316838636,5.888876473,3.675632008,0.003116998,0.038425188,-1.935228304
Wasf2,-0.293465539,6.669638086,-3.675489343,0.003117817,0.038425188,-1.935489432
Abhd11,0.299566184,5.790798809,3.675102157,0.00312004,0.038425188,-1.936198124
Osbpl9,-0.398797686,5.652522963,-3.673215511,0.003130894,0.03852582,-1.939651463
Fignl1,0.412488282,3.8399639,3.671923626,0.003138348,0.038584485,-1.942016231
Slc23a2,-0.673835969,6.369310978,-3.670193419,0.00314836,0.038674469,-1.945183441
Gm46339,0.436969827,0.340960782,3.66921384,0.003154043,0.038711164,-1.946976652
Zan,0.960612222,4.417494103,3.668522755,0.003158059,0.03872735,-1.948241771
Exoc6b,-0.314590442,4.766552552,-3.667971514,0.003161266,0.038733597,-1.949250902
Trim8,0.326170837,5.735022209,3.667147948,0.003166063,0.038759305,-1.950758588
Mtrr,0.402126747,2.846832452,3.666129561,0.003172005,0.03879276,-1.952622966
Adgrg1,0.362884088,5.229195808,3.665754167,0.003174199,0.03879276,-1.953310217
Bcl2l14,-0.386779057,5.384572493,-3.663500897,0.003187397,0.038920931,-1.957435499
Prlr,-0.422913317,7.30309331,-3.6617422,0.003197737,0.039014017,-1.960655457
BC049987,0.793961624,2.381714559,3.659452699,0.003211249,0.039145614,-1.964847434
Cbarp,-0.53653479,0.485874231,-3.658462502,0.003217111,0.03918381,-1.966660507
Fam98a,0.472957687,4.851335008,3.656180802,0.00323066,0.039257865,-1.970838494
Rbp1,-0.56604946,1.097131605,-3.655998664,0.003231745,0.039257865,-1.971172012
Cldn8,-0.951310765,-0.460725837,-3.65593276,0.003232137,0.039257865,-1.97129269
Tkt,0.214201576,9.071104252,3.655598725,0.003234126,0.039257865,-1.971904358
Cpeb4,-0.458009724,5.420783144,-3.654303632,0.003241851,0.039304185,-1.974275902
Rnf152,-0.459641602,4.26002348,-3.65404166,0.003243416,0.039304185,-1.974755627
Hpd,0.486447339,3.27266244,3.652357749,0.003253494,0.039393064,-1.977839278
Mcm2,0.395131397,5.759828954,3.650520468,0.003264526,0.039493338,-1.981203911
Snrk,0.348139847,5.439399227,3.649553268,0.003270349,0.03953048,-1.982975207
Cnpy3,0.315793155,4.431345259,3.645212854,0.003296611,0.039790683,-1.990924521
Snrpc,0.271731787,5.017085383,3.645080122,0.003297417,0.039790683,-1.991167625
Fhip2a,-0.386304696,5.345514608,-3.643813252,0.003305125,0.039850207,-1.993487991
Gjb2,0.477122624,4.449318995,3.641888809,0.003316869,0.039937127,-1.997012866
Asf1b,0.390888848,4.291083679,3.640329652,0.003326415,0.039937127,-1.999868769
Gm43858,-0.35803831,1.717230812,-3.640107302,0.003327778,0.039937127,-2.000276053
Gkn3,0.770251838,3.673112187,3.639808164,0.003329614,0.039937127,-2.000823997
Vstm2l,0.780183163,1.04859694,3.639094757,0.003333995,0.039937127,-2.002130784
Cpt1b,-0.710221899,2.388114856,-3.638767936,0.003336004,0.039937127,-2.002729447
Gm50166,0.282433241,3.811101744,3.638728082,0.00333625,0.039937127,-2.002802452
Aurkb,0.390592307,5.311006601,3.638585102,0.003337129,0.039937127,-2.00306436
Myo7b,-0.478042933,8.78267265,-3.638546842,0.003337364,0.039937127,-2.003134444
Ddah1,1.276444725,0.093177001,3.633998054,0.003365469,0.040239915,-2.011467245
Rusf1,0.272208144,5.690711966,3.632590607,0.003374214,0.04031091,-2.01404566
Nrn1,-1.10992058,2.531147359,-3.631965767,0.003378104,0.040323832,-2.015190377
Tefm,0.435127797,2.699524704,3.62967689,0.003392392,0.040438454,-2.019383753
Far2,0.584292483,6.980539907,3.62952558,0.003393338,0.040438454,-2.01966097
Strbp,-0.282411703,6.155962194,-3.626976259,0.003409329,0.040543367,-2.024331726
Gm20412,1.109034083,1.42080853,3.626945066,0.003409525,0.040543367,-2.024388879
Fbxl19,0.304176934,5.487903662,3.626772273,0.003410612,0.040543367,-2.02470547
Miga2,-0.451951532,5.371533548,-3.626198003,0.003414226,0.04055276,-2.02575766
Tgoln1,-0.319339753,7.207901251,-3.624740181,0.003423418,0.040628338,-2.028428759
Unk,0.303873186,4.158594531,3.622224021,0.003439344,0.0407682,-2.033039176
Gm38312,0.426169723,4.959130672,3.62198169,0.003440881,0.0407682,-2.033483216
Mrm3,0.504722012,3.145218431,3.621451525,0.003444248,0.040774447,-2.034454682
Or52h1,-0.774778007,-0.299069646,-3.620769551,0.003448584,0.040786051,-2.035704332
Gm47173,-1.635881424,1.038654706,-3.620404187,0.003450909,0.040786051,-2.036373834
A030005L19Rik,-0.73351921,1.689299672,-3.618936799,0.003460263,0.040862977,-2.039062752
Nrros,-0.975406257,-0.090853032,-3.616497997,0.003475867,0.041013523,-2.0435319
Midn,-0.605541157,7.290068352,-3.615658755,0.003481254,0.041043354,-2.045069871
Ubox5,0.288348899,3.22301456,3.613216814,0.003496975,0.041194881,-2.049545037
Sbk1,-0.670891404,4.622056581,-3.612437215,0.003502009,0.041220371,-2.050973792
Dok7,-0.830283603,0.461715538,-3.611028684,0.003511124,0.041293805,-2.05355523
Cenpx,0.384434053,4.767336829,3.609816782,0.003518985,0.041352394,-2.055776353
Pmaip1,-1.178609949,4.776407161,-3.608484023,0.003527651,0.041420337,-2.058219033
Selenom,0.434340679,4.498490205,3.607687971,0.003532838,0.041447347,-2.059678065
Fam13b,-0.481183176,5.863150732,-3.606570521,0.003540132,0.041470605,-2.061726199
Ptcd3,0.28938378,5.972451721,3.606499447,0.003540596,0.041470605,-2.061856468
Mphosph10,0.598438233,4.213858892,3.605965081,0.00354409,0.041477696,-2.062835905
AW209491,0.396576816,3.570142618,3.60452719,0.003553509,0.041554061,-2.065471451
Cyp2c38,-2.195996692,-0.539178292,-3.603370333,0.003561105,0.041609009,-2.06759193
Rbm38,0.478332308,4.588088298,3.602351437,0.00356781,0.041653452,-2.069459566
Gm43863,0.605083778,2.049999944,3.601778252,0.003571587,0.04166172,-2.070510228
Armh4,-0.42378247,1.042755848,-3.601264463,0.003574976,0.04166172,-2.071452025
Tnfsf10,-0.485024786,5.992331076,-3.600168368,0.003582217,0.04166172,-2.073461241
Atp1b3,0.273457546,5.438500301,3.600082141,0.003582788,0.04166172,-2.073619301
Hps3,-0.266220439,3.601108372,-3.600046437,0.003583024,0.04166172,-2.073684751
Naip6,-0.424285985,6.463428518,-3.599399942,0.003587303,0.041677728,-2.07486984
Cep41,0.334248866,1.835638843,3.59588882,0.003610634,0.041912746,-2.081306294
Gm43540,-0.983960773,2.832414136,-3.595164204,0.003615469,0.041912746,-2.08263468
Tmem39b,0.344321091,3.21013187,3.595041522,0.003616288,0.041912746,-2.082859585
Dynll1,0.670931145,5.157085296,3.593350595,0.003627597,0.042009915,-2.085959505
Kpna2,0.46993441,7.455450278,3.592838648,0.003631028,0.042013287,-2.086898057
Sh3d19,-0.310951938,7.401982951,-3.59243444,0.00363374,0.042013287,-2.087639098
Slc26a2,-0.78145318,6.972545969,-3.589400293,0.003654159,0.042215381,-2.093201798
Cad,0.4945745,5.19589618,3.587722569,0.0036655,0.042312358,-2.096277795
Nme7,0.267704233,3.048138887,3.584004758,0.003690759,0.042569717,-2.103094452
Pbx4,-1.044777635,1.679643395,-3.583396635,0.003694907,0.042583363,-2.104209492
Phldb3,-0.359529033,3.041371889,-3.581724175,0.003706341,0.042657115,-2.107276129
Rhoq,-0.211039635,5.637651116,-3.581591795,0.003707248,0.042657115,-2.107518866
Gm57266,-0.681048542,-0.541877287,-3.58005911,0.00371776,0.042743827,-2.110329285
Sox13,-0.468210458,4.858290192,-3.579244179,0.003723362,0.042773987,-2.111823618
Hmgb3,0.290851326,6.016512264,3.578470815,0.003728687,0.042784511,-2.113241746
Dtymk,0.309358691,4.916806092,3.57824578,0.003730237,0.042784511,-2.113654399
Wdr83os,0.277836347,5.194236324,3.577006531,0.003738789,0.042848368,-2.115926868
Srsf6,0.276024631,7.496336274,3.575551871,0.003748852,0.042866009,-2.118594403
Chaf1b,0.372985719,3.931418642,3.575258221,0.003750887,0.042866009,-2.1191329
Pitx1,0.543644114,4.038855238,3.575145891,0.003751665,0.042866009,-2.119338893
Slc37a4,-0.63532363,7.108283774,-3.575055117,0.003752295,0.042866009,-2.119505356
Txnl4a,0.290202913,4.140118107,3.574628601,0.003755253,0.042866009,-2.120287512
Bbs4,-0.395101042,1.9725456,-3.573163045,0.003765438,0.042948122,-2.122975124
Nyap1,-0.914301695,1.666909404,-3.569242948,0.003792818,0.04319271,-2.130164284
1810034E14Rik,-0.465223476,2.708898903,-3.569231566,0.003792897,0.04319271,-2.130185157
Tmed5,0.401683474,5.125151551,3.567909567,0.003802177,0.043264072,-2.132609696
Zyg11a,-1.295217297,-1.389411612,-3.565768825,0.003817252,0.043390354,-2.136535902
Prmt5,0.42965168,5.695419717,3.565476157,0.003819318,0.043390354,-2.137072677
Larp1,0.346746044,8.02125214,3.561645581,0.003846461,0.043663309,-2.144098434
Rdh9,-1.778235254,3.8257768,-3.561228767,0.003849426,0.043663309,-2.144862947
Mcm6,0.320369006,6.481936166,3.560456035,0.00385493,0.043663309,-2.146280288
Fam174b,0.29836848,3.954288538,3.5603751,0.003855507,0.043663309,-2.14642874
Serpinb9,-0.386349777,1.699540514,-3.558840196,0.003866464,0.043752895,-2.1492441
Ddx20,0.39317056,4.361664782,3.558271712,0.00387053,0.043764422,-2.150286844
Casp2,-0.409946882,5.212167542,-3.557614013,0.00387524,0.043783203,-2.151493241
Gm37893,-0.463737705,1.922962815,-3.556482008,0.003883361,0.043840455,-2.153569668
Tmed9,0.291522107,5.341760549,3.555966901,0.003887061,0.043846226,-2.154514534
Lmbr1l,-0.408206874,4.406080923,-3.555561219,0.003889979,0.043846226,-2.155258685
Gpcpd1,-0.913461777,5.16089888,-3.555034075,0.003893772,0.043854566,-2.156225643
Gm45819,-0.867014716,1.474222454,-3.554398093,0.003898355,0.043871765,-2.157392257
Pacsin2,-0.403390377,6.834743716,-3.55221612,0.003914117,0.044014577,-2.161394831
Rpl12,0.333989541,4.564879582,3.551508591,0.003919243,0.044014577,-2.162692734
Gm6377,-1.449663433,-1.022686221,-3.551072583,0.003922404,0.044014577,-2.163492561
Rnf185,0.273718275,5.493819683,3.549867537,0.003931156,0.044014577,-2.165703161
Kctd9,-0.298995753,4.11773093,-3.549750391,0.003932008,0.044014577,-2.16591806
Gm15675,-0.850975747,1.583651416,-3.549675932,0.00393255,0.044014577,-2.166054654
Xpnpep3,0.347220254,2.644312223,3.549597685,0.003933119,0.044014577,-2.166198194
Sprr2a1,1.401465682,5.571269036,3.549261548,0.003935565,0.044014577,-2.166814831
Fam53b,-0.369183776,5.988535403,-3.548290631,0.003942639,0.044059379,-2.168595969
Foxk2,0.313626866,5.297489208,3.546793679,0.003953572,0.044147192,-2.17134216
Eogt,-0.275715417,4.229859875,-3.544921172,0.00396729,0.044204182,-2.174777386
Traip,0.531109461,2.930646954,3.54477462,0.003968366,0.044204182,-2.175046249
Erh,0.333538087,5.345292397,3.544720014,0.003968767,0.044204182,-2.175146426
Trmt5,0.359051117,3.236157834,3.544417506,0.003970988,0.044204182,-2.175701405
G3bp2,0.26855285,7.290545397,3.542633095,0.003984119,0.044290848,-2.178975111
Nampt,-0.428949386,6.377879093,-3.54252139,0.003984943,0.044290848,-2.179180049
Noxa1,0.76590825,3.135723228,3.541483309,0.003992603,0.044341674,-2.181084562
Klkb1,-1.389217792,-0.027650262,-3.540428398,0.004000404,0.044374485,-2.183019979
Cep76,0.420918315,3.615321962,3.540248145,0.004001738,0.044374485,-2.183350687
St3gal1,-0.578235887,4.948487011,-3.539286103,0.004008868,0.044419243,-2.185115744
Reps2,-0.436505158,4.567788426,-3.537691746,0.004020712,0.044465214,-2.188040955
Lpin2,-0.553663794,5.419151942,-3.537623427,0.00402122,0.044465214,-2.188166303
Actl6a,0.25914016,5.362908048,3.537477509,0.004022306,0.044465214,-2.188434026
Stbd1,1.238235728,-0.22194842,3.53567046,0.004035779,0.044579832,-2.191749544
Wdr55,0.299721604,3.68827562,3.534411099,0.004045195,0.044634757,-2.194060225
Bola1,0.320034369,2.533491995,3.534174396,0.004046968,0.044634757,-2.194494531
Chpf,0.393684535,2.821337164,3.533189181,0.004054353,0.044647792,-2.196302237
Synj1,-0.378309476,5.187892598,-3.533187227,0.004054368,0.044647792,-2.196305821
Rangap1,0.391777615,6.39359458,3.531910997,0.004063955,0.044719079,-2.19864752
Numb,-0.429893489,6.419448457,-3.530868127,0.004071807,0.044771169,-2.200561062
Slc47a1,-1.878567369,4.191064865,-3.529660092,0.004080921,0.044811195,-2.202777693
Pck1,-3.054670364,5.170689455,-3.529558567,0.004081688,0.044811195,-2.202963983
Cmtr2,0.480109422,2.992721179,3.528617175,0.004088807,0.044851513,-2.204691371
Gm48128,-3.575712816,-3.259670189,-3.528247246,0.004091607,0.044851513,-2.205370169
Mettl16,0.32282797,4.24708355,3.52766984,0.004095983,0.044865227,-2.206429682
Top2b,0.399039862,6.806924769,3.526191858,0.004107204,0.044953851,-2.20914174
Ppp1r3e,0.387196862,2.735431957,3.521088585,0.004146192,0.045346011,-2.218506451
Gnrh1,-0.849598728,-0.014252782,-3.519357245,0.004159504,0.045456984,-2.221683648
4833419O12Rik,-2.78090403,-3.244649672,-3.518158567,0.004168746,0.045523342,-2.223883385
Recql5,-0.356593909,5.069336202,-3.516660903,0.004180323,0.045615074,-2.22663184
Cyp4b1,-1.475662194,4.836519483,-3.513010149,0.00420868,0.045885648,-2.233331742
Gclc,-0.603211103,5.839966244,-3.512356589,0.004213778,0.045885648,-2.234531187
Ube2s,0.371025356,6.624461375,3.511999946,0.004216562,0.045885648,-2.235185721
Spata5l1,0.454834876,3.150803193,3.51168202,0.004219045,0.045885648,-2.235769199
Nol6,0.377477552,5.515876595,3.511419606,0.004221096,0.045885648,-2.236250799
Fxn,0.379143956,3.373125833,3.510449952,0.004228684,0.045923796,-2.238030388
Gpatch4,0.675305994,4.09834726,3.510154072,0.004231002,0.045923796,-2.238573414
Rbbp9,-0.263437966,3.928526421,-3.508159014,0.004246665,0.046058995,-2.242234973
Lrrc1,0.422141984,5.942922427,3.506415155,0.004260405,0.04617314,-2.245435557
Eif3g,0.269984096,6.194098449,3.505985661,0.004263796,0.046175041,-2.246223836
Sox6,-0.639991835,5.012456829,-3.505429459,0.004268191,0.046175261,-2.247244675
Enkd1,0.595555869,1.556627189,3.505169465,0.004270247,0.046175261,-2.247721863
Pitpnc1,1.046283112,1.526077726,3.503504933,0.004283435,0.046251895,-2.250776942
Tex2,0.31929333,5.728624516,3.503461959,0.004283776,0.046251895,-2.250855817
Dhx29,0.592665954,3.762828429,3.502395451,0.004292248,0.046308551,-2.252813309
Slc13a2os,-1.671336267,1.471981384,-3.499762953,0.004313233,0.046481604,-2.257645133
Vwa8,-0.285216505,6.54000458,-3.49938723,0.004316237,0.046481604,-2.258334764
Pelp1,0.327114221,5.036567002,3.49916699,0.004317999,0.046481604,-2.258739011
Tmem216,0.349594218,1.597020438,3.49863431,0.004322262,0.04649265,-2.259716738
Gm20324,0.544764265,0.339681773,3.496637115,0.004338287,0.046630091,-2.263382606
Fam136a,0.414735613,5.444906686,3.495412371,0.004348144,0.046684449,-2.265630667
Phldb2,0.672157797,2.032227377,3.4952011,0.004349846,0.046684449,-2.266018463
Fance,0.379852968,4.002778705,3.491260535,0.004381727,0.046925195,-2.273251675
Timm50,0.287168302,5.466323425,3.491229633,0.004381978,0.046925195,-2.2733084
Ddx28,0.324473007,3.147141928,3.491216955,0.004382081,0.046925195,-2.273331671
Tenm3,-1.368154482,-0.642014988,-3.490682508,0.004386424,0.046936696,-2.274312709
Gm17276,-0.758880545,-0.041922858,-3.488592064,0.004403451,0.04704973,-2.278149995
Lekr1,0.495508154,1.354496701,3.488581191,0.00440354,0.04704973,-2.278169953
Gm49383,0.472921096,1.617285914,3.487436379,0.004412894,0.047114615,-2.280271434
Dgkq,-0.591530978,5.452335716,-3.485739173,0.004426798,0.047227951,-2.283386955
